Program_Name;IFS_4P_Module
MLPTFAC;Payment_And_Cash_Management
MLPTGUA;Payment_And_Cash_Management
MLPTSEC;Payment_And_Cash_Management
MNDEF;Payment_And_Cash_Management
MOC1C;Payment_And_Cash_Management
MOC1F;Payment_And_Cash_Management
MOC1I;Payment_And_Cash_Management
MOC2C;Payment_And_Cash_Management
MOC2I;Payment_And_Cash_Management
MP101;Payment_And_Cash_Management
MP102;Payment_And_Cash_Management
MUMKMT100;Payment_And_Cash_Management
MUMKMT101;Core_Banking
MUPMNTACC;Payment_And_Cash_Management
MUPMNTPRT;Core_Banking
MUPMNTSIN;Core_Banking
MWTEST9;Core_Banking
NPDEF;Core_Banking
NWSMN;Core_Banking
PASCH;Core_Banking
PGFILO101;Core_Banking
PRDEF;Payment_And_Cash_Management
PRNTR;Core_Banking
PRSI5;Core_Banking
PRSIC;Core_Banking
PRSIF;Core_Banking
PRSIO;Core_Banking
PRSNL;Core_Banking
RCHD5;Payment_And_Cash_Management
RCHDS;Payment_And_Cash_Management
RCHQ4;Payment_And_Cash_Management
RCHQ5;Payment_And_Cash_Management
RCHQC;Payment_And_Cash_Management
RCHQS;Payment_And_Cash_Management
RCHR1;Payment_And_Cash_Management
RCHR5;Payment_And_Cash_Management
RCHRO;Payment_And_Cash_Management
RCHSC;Payment_And_Cash_Management
RCOC4;Payment_And_Cash_Management
RCOC5;Payment_And_Cash_Management
RCOCC;Payment_And_Cash_Management
RCOCS;Payment_And_Cash_Management
RCOD5;Payment_And_Cash_Management
RCODS;Payment_And_Cash_Management
RCON6;Core_Banking
RCPV6;Financial_Markets
RCRY5;Financial_Markets
RCUV6;Core_Banking
RCYV6;Lending
RDLR5;Lending
REFER;Core_Banking
REFFL;Core_Banking
RFMNU;Core_Banking
RFSEC;Core_Banking
RLCHQCLRBA;Payment_And_Cash_Management
RLCHQCLRSE;Payment_And_Cash_Management
RLCHQCOL;Payment_And_Cash_Management
RLFACDRAW;Lending
RMCREFOL;Core_Banking
RMDPBDOCOR;Core_Banking
RMENU;Core_Banking
RMGCNVODRF;Core_Banking
RMGCNVOSEP;Core_Banking
RMGPARO;Core_Banking
RMTRANUPD;Core_Banking
RMUPDFIDO;Core_Banking
RPDEF;Core_Banking
RPDES;Core_Banking
RPRP5;Core_Banking
RPSCH;Core_Banking
RPSEC;Core_Banking
RPSI5;Core_Banking
RPSIF;Core_Banking
RPSIM;Core_Banking
RPSTA;Core_Banking
RPSTD;Core_Banking
RPTEST;Core_Banking
RRSC5;Lending
RRSC6;Core_Banking
RSTRT;Core_Banking
RUCHQCLRMV;Payment_And_Cash_Management
RUCHQCLRSC;Core_Banking
RUCHQPUR;Payment_And_Cash_Management
RUCHQVALSC;Payment_And_Cash_Management
RUCOLCOV;Payment_And_Cash_Management
SBDEF;Payment_And_Cash_Management
SCDEF;Payment_And_Cash_Management
SCSEC;Payment_And_Cash_Management
SCSI5;Core_Banking
SCSIF;Core_Banking
SCSIM;Core_Banking
SECIO;Core_Banking
SECRL;Core_Banking
SECUR;Core_Banking
SIMCM;Core_Banking
SIMCO;Core_Banking
SPDEXTPMT;Core_Banking
SYSOP;Core_Banking
TJAENCRYPT;Core_Banking
TLDLDWH;Core_Banking
TLDLGRDRCN;Core_Banking
TLDLLRIS2;Core_Banking
TLDLVORTE2;Core_Banking
TLDLVORTE3;Core_Banking
TLDLVORTEX;Core_Banking
TMENU;Core_Banking
TOADETFAC;Lending
TOBACCO;Core_Banking
TOBARACCO1;Core_Banking
TOBARACCO2;Core_Banking
TOBARACCO3;Core_Banking
TOCMIACCO;Core_Banking
TOCMIACCO2;Core_Banking
TOCONDIS;Core_Banking
TODACCO;Core_Banking
TOFUTMVT;Core_Banking
TOGSEMO;Core_Banking
TOINTFOL;Core_Banking
TOLDACC;Core_Banking
TOLDACC2;Core_Banking
TOLDCUST;Core_Banking
TOLDLEDBAL;Core_Banking
TOLDVALBAL;Core_Banking
TOLSLFOLD;Core_Banking
TOMCUST;Core_Banking
TONOSREC;Core_Banking
TOSTMNUMB;Core_Banking
TOSYNSUB;Core_Banking
TSHNM;Lending
TSHNO;Core_Banking
TUCHGSWFAD;Core_Banking
UNLCKPRSNL;Core_Banking
UNLOCKBAT;Core_Banking
UPDDCNDO;Core_Banking
UPDGPARO;Core_Banking
WPABKTSGVC;Core_Banking
WPCOUNT;Core_Banking
WPDELCTP;Core_Banking
WPDELSECUR;Core_Banking
WPDLLADETS;Core_Banking
WPDLLCUST;Core_Banking
WPDUPIBATO;Core_Banking
WPIPMM;Core_Banking
WPIRCE;Core_Banking
WPIRCE2;Core_Banking
WPLOGDEL;Core_Banking
WPUPDADETS;Core_Banking
WPUPDASPAS;Core_Banking
WPUPDBAL;Core_Banking
XASYDBEXT5;Core_Banking
XBESY;Core_Banking
XFXA5;Core_Banking
XFXAS;Core_Banking
XFXCM;Core_Banking
XFXCO;Core_Banking
XFXTO;Core_Banking
XGAC4;Core_Banking
XGACM;Core_Banking
XGACS;Core_Banking
XGBA1;Core_Banking
XGBA4;Core_Banking
XGBA5;Core_Banking
XGBA6;Core_Banking
XGBA7;Core_Banking
XGBA8;Core_Banking
XGBAO;Core_Banking
XGBRM;Core_Banking
XGBU4;Core_Banking
XGBUL;Core_Banking
XGBUM;Core_Banking
XGBUO;Core_Banking
XGCAS;Core_Banking
XGDC1;Core_Banking
XGDC4;Core_Banking
XGDCL;Core_Banking
XGDCS;Core_Banking
XGDSM;Core_Banking
XGEF4;Core_Banking
XGEFM;Core_Banking
XGEFS;Core_Banking
XGMC4;Core_Banking
XGMCM;Core_Banking
XGMCS;Core_Banking
XGMVL;Core_Banking
XGMVO;Core_Banking
XGPA4;Core_Banking
XGPAB;Core_Banking
XGPAC;Core_Banking
XGPAL;Core_Banking
XGPAM;Core_Banking
XGPAO;Core_Banking
XGPAS;Core_Banking
XGPM4;Core_Banking
XGPML;Core_Banking
XGPMM;Core_Banking
XGPMO;Core_Banking
XGSAM;Core_Banking
XGSAS;Core_Banking
XHVB4;Core_Banking
XHVBM;Core_Banking
XHVBO;Core_Banking
XLACCRLIST;Core_Banking
XLBALANCE;Core_Banking
XLBALOPITM;Core_Banking
XLBUDLIST;Core_Banking
XLCREBIG;Core_Banking
XLCREBIGMU;Core_Banking
XLDLLCHQ;Core_Banking
XLDLLGEX;Core_Banking
XLDLLGXDAT;Core_Banking
XLEXPFLIST;Core_Banking
XLFXDEPPRO;Core_Banking
XLGEXAUT;Core_Banking
XLGEXINT;Core_Banking
XLINVCLIST;Core_Banking
XLMISCEOD;Core_Banking
XLMISCLIST;Core_Banking
XLPAYMDUE;Core_Banking
XLPAYMFLG;Core_Banking
XLPAYMLIST;Core_Banking
XLPMMBAL;Core_Banking
XLPMMLIST;Core_Banking
XLPREPLIST;Core_Banking
XLREFMISS;Core_Banking
XLRUBLIST;Core_Banking
XLSALREOD;Core_Banking
XLSALRLIST;Core_Banking
XLSUMRCE;Core_Banking
XLSUMRCERB;Core_Banking
XLSUMROOT;Core_Banking
XLSUMROT2;Core_Banking
XLSUMRUB;Core_Banking
XLSUMRUBRC;Core_Banking
XLSUPBAL;Core_Banking
XLSUPLIST;Core_Banking
XLTOTRBRC2;Core_Banking
XLTOTRCE;Core_Banking
XLTOTRCERB;Core_Banking
XLTOTRUB;Core_Banking
XLTOTRUB2;Core_Banking
XLTOTRUBRC;Core_Banking
XLTOTSUP;Core_Banking
XLTOTVAT;Core_Banking
XUCREPAYM;Core_Banking
XUFXCABS;Core_Banking
XUFXCREDS;Core_Banking
XUGEXBAL;Core_Banking
XUGEXRUB;Core_Banking
XUGEXUPD;Core_Banking
XULOADCHQL;Core_Banking
XULOADMISC;Core_Banking
ZBKT5;Core_Banking
