Program_Name;IFS_7P_Module;IFS_4P_Module;ProgramType
DIODI;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOE1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOEC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOEF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOG1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOGC;TECHNICAL_KERNEL;Core_Banking;I
DIOGF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOI2;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOIF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DION1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIONC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIONF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIORC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOT1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOTC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOTF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOU1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOUC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIOUF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIPT5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIPTL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DIPTO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DLACCBLKPM;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLACCDWH;Account_Management;Core_Banking;R
DLACCPMT;Account_Management;Core_Banking;R
DLAMBASBAL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLBALCHECK;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLBENERRIT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLBNKCHRG;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCFATF7AD;Account_Management;Core_Banking;R
DLCHKFREN;Account_Management;Core_Banking;R
DLCHKIBOS;UNUSED;Core_Banking;R
DLCLESTS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCLNCOND;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCONDAUT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCONDINT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCONDLIST;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCONDTYP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCUSCOM;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLCUSMVTPT;Account_Management;Core_Banking;R
DLCUSRSD;Account_Management;Core_Banking;R
DLDLCCLCUS;Account_Management;Core_Banking;R
DLDLLACRIT;Finance;Core_Banking;R
DLDLLBL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEGE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEIE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEIT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLENL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLEPT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLCLESP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLGPIT;UNUSED;Core_Banking;R
DLDLLINTIT;UNUSED;Core_Banking;R
DLDLLNAL;UNUSED;Core_Banking;R
DLDLLNMUT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLNRAMB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLNSTRO;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLOUR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLPBINT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLPBOS;Account_Management;Core_Banking;R
DLDLLPBPF;Account_Management;Core_Banking;R
DLDLLPMNT;Account_Management;Core_Banking;R
DLDLLPNLT;Account_Management;Core_Banking;R
DLDLLRECON;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLREPAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLRSK;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLSEPA;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDLLSIB;UNUSED;Core_Banking;R
DLDLLUNAMD;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDPTROES;UNUSED;Core_Banking;R
DLDRFCHG;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLDSTOAUT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLECHANNEL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLERRCDTRN;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLHISTDODN;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLHISTPC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLHISTPCNL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLICMACC;Account_Management;Core_Banking;R
DLICMLST;Account_Management;Core_Banking;R
DLICMREK;UNUSED;Core_Banking;R
DLICMSTA;UNUSED;Core_Banking;R
DLICMSTI;UNUSED;Core_Banking;R
DLLAMCPAY;UNUSED;Core_Banking;R
DLLCHQPYGB;UNUSED;Core_Banking;R
DLLCTPPAY;UNUSED;Core_Banking;R
DLLMANPAY;UNUSED;Core_Banking;R
DLLOGLST;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLLPHYADR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLLPMTSTAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLLSBTAX;Account_Management;Core_Banking;R
DLLSPEPAY;Account_Management;Core_Banking;R
DLLSTDDC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLLSTILACC;UNUSED;Core_Banking;R
DLNAMCHECK;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLNBREPES;Finance;Core_Banking;R
DLNBREPNL1;UNUSED;Core_Banking;R
DLNBREPNL2;UNUSED;Core_Banking;R
DLPMT;UNUSED;Core_Banking;R
DLPMTBRLST;UNUSED;Core_Banking;R
DLPMTHIS;UNUSED;Core_Banking;R
DLPMTTRS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLPRINTSTD;Account_Management;Core_Banking;R
DLRCHQSEXT;Account_Management;Core_Banking;R
DLREPIT1;Account_Management;Core_Banking;R
DLREPIT2;Account_Management;Core_Banking;R
DLREPIT3;Account_Management;Core_Banking;R
DLREPIT4;Account_Management;Core_Banking;R
DLRFDD;Account_Management;Core_Banking;R
DLSELPMT;Account_Management;Core_Banking;R
DLSELPMTHS;Account_Management;Core_Banking;R
DLSELPMTTR;Account_Management;Core_Banking;R
DLSMCTAM1;Account_Management;Core_Banking;R
DLSMCTAM2;Account_Management;Core_Banking;R
DLSMCTFFF;Account_Management;Core_Banking;R
DLSMCTPIM1;Account_Management;Core_Banking;R
DLSMCTPIM2;Account_Management;Core_Banking;R
DLSPOTCOV;Account_Management;Core_Banking;R
DLSTCDREP;UNUSED;Core_Banking;R
DLSTMDDMAD;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSTOPPAY;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSTOXBR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSWF100;TECHNICAL_KERNEL;Core_Banking;R
DLSWF100ST;TECHNICAL_KERNEL;Core_Banking;R
DLSWF101;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSWF103;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSWF202;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSWF204;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLSWFPRT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLTRSDTLS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DLTRXDWH;Finance;Core_Banking;R
DLUPOS;UNUSED;Core_Banking;R
DMSTM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DMSTO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPBD4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPBD5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPBDC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPBDO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPCLF;TECHNICAL_KERNEL;Core_Banking;I
DPCLM;TECHNICAL_KERNEL;Core_Banking;I
DPDD1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPEIM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPERM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPFB5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPFBC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPFBK;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPIG1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPII1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPII2;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPIN1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPIU1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPMT5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPOG1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPOI1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPOI2;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPON1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPOU1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPRI5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPTH5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPTL1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPTL5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPTRL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DPTRO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRDI5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRDIL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRDIM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRDIO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRECA;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DREIM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DREP1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DREP2;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DREPM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRPTC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRPTM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRPTO;UNUSED;Core_Banking;I
DRSD1;UNUSED;Core_Banking;I
DRSDO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRSM5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRSMC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRSMO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRTP1;TECHNICAL_KERNEL;Core_Banking;I
DRTPF;TECHNICAL_KERNEL;Core_Banking;I
DRTPM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DRVPM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSI1M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSI2M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSLV1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSLV2;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSLV5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSLVM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSLVO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DST1M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DST2M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTA1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTAO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTI5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTIF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTIO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTO5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTOL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTOO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTS1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSTSO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSV1M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DSV2M;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DUACCBLK;Account_Management;Core_Banking;R
DUAUTHBAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUCALCOSPE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUCALCOSTS;Account_Management;Core_Banking;R
DUCALCSTD;Account_Management;Core_Banking;R
DUCHGPRD;Account_Management;Core_Banking;R
DUCHQREQP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUCLIEOP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUCLRBLKAM;UNUSED;Core_Banking;R
DUCORDIPTO;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUCORDSTSO;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLCCLMVT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLAEB45;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLAEB46;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLAEB47;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLBE04;UNUSED;Core_Banking;R
DUDLLCLECH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLCLENL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLCLESI;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLDDCGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLDRAFT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLENEPT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLPAYGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUDLLSLBE;UNUSED;Core_Banking;R
DUDLLTASK;UNUSED;Core_Banking;R
DUDLLTAXIT;TECHNICAL_KERNEL;Core_Banking;R
DUDOCGEN;UNUSED;Core_Banking;R
DUECHANNEL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUFDBKIRM;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUFDBMTCH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUFISET;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUFLBAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUFLCHO;TECHNICAL_KERNEL;Core_Banking;R
DUFLICM;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUGCNVOUPL;TECHNICAL_KERNEL;Core_Banking;R
DUGRCDACCT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUHISDINST;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUHISPMT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUINVTOINT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUINVXBR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUINVXBRR2;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUINVXBRRT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUINVXBRRU;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULD8007NE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDAEB19;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDAEB34;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDAEB45;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDAEB46;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDAEB47;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDBACSGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDBACSIE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDBE04;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDBIREL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCBIIT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCCLMVT;Finance;Core_Banking;R
DULDCHQIE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEAAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEACH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEAGE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEAIT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEALC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEALG;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEALP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEAPC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEAPP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEARG;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEARN;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEARS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLEASI;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCLLVIE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDCUSPBO;Account_Management;Core_Banking;R
DULDCUSTM;Account_Management;Core_Banking;R
DULDDDCRGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDDIPTO;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDDRAFT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDDTACH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDDTAZV;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDDTAZV2;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDEUROCH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDFDBNL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDFDBPT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDFPS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDFREN;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDGLBPT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDIBOS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDINBKNL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
DULDM101G;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDM101G2;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDPBOBT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDPSTFIN;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDRCEPT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDSCANGB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDSEBIL;Account_Management;Core_Banking;R
DULDSECBR;Finance;Core_Banking;R
DULDSEPA;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDSLBE;UNUSED;Core_Banking;R
DULDSWCMI;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDSWF;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDSWIFT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DULDTAXIT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUMADCLRLD;TECHNICAL_KERNEL;Core_Banking;R
DUMCHANNEL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUNAVIS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUNXTPMTDT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPAGMENTI;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPDCONDS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPMT202;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPMTVAL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPMTVL202;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPRGDIPTL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPURCNDI;Lending;Lending;R
DUPURDSTOI;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUPURSTAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DURECBAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DURECCASH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DURECINV;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUREMPMNT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUREVERSAL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUS101ING;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUSTAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUSTOXBR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUSWF104;TECHNICAL_KERNEL;Core_Banking;R
DUSWF942;MDM_Management;Core_Banking;R
DUSWFCCR;Account_Management;Core_Banking;R
DUTOSTAT;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUUPDBLK;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUUPDREFAC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUXBRTRPTS;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUZEROBA2;TECHNICAL_KERNEL;Core_Banking;R
DUZEROBA3;Payment_And_Cash_Management;Payment_And_Cash_Management;R
DUZEROBAL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
ENDBATCH;Payment_And_Cash_Management;Payment_And_Cash_Management;R
ERICREP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
FFTDCNDO;TECHNICAL_KERNEL;Core_Banking;R
GAURM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
GBATM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
GBTDS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
GBTIS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
GBTPS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
GBTRM;TECHNICAL_KERNEL;Core_Banking;I
GBTRO;TECHNICAL_KERNEL;Core_Banking;I
GBTSB;TECHNICAL_KERNEL;Core_Banking;I
GBTST;TECHNICAL_KERNEL;Core_Banking;I
GCNV5;TECHNICAL_KERNEL;Core_Banking;I
GCNVM;TECHNICAL_KERNEL;Core_Banking;I
GCNVO;TECHNICAL_KERNEL;Core_Banking;I
GDIAO;Lending;Lending;I
GDIBO;Lending;Lending;I
GEASY;TECHNICAL_KERNEL;Core_Banking;I
GIDPM;TECHNICAL_KERNEL;Core_Banking;I
GLACLOG;Financial_Markets;Financial_Markets;R
GLBATCHERR;Financial_Markets;Financial_Markets;R
GLBATCHLST;Financial_Markets;Financial_Markets;R
GLBOP;Financial_Markets;Financial_Markets;I
GLCLFSTAT;Financial_Markets;Financial_Markets;R
GLEASYSERV;UNUSED;Core_Banking;R
GLEODSTAT;UNUSED;Core_Banking;R
GLEODTIME;UNUSED;Core_Banking;R
GLEURDEALS;MDM_Management;Core_Banking;R
GLPFOLIND;MDM_Management;Core_Banking;R
GLPRSNL;MDM_Management;Core_Banking;R
GLPRSNLLOG;MDM_Management;Core_Banking;R
GLPRSNLLST;MDM_Management;Core_Banking;R
GLPRSNLSEC;MDM_Management;Core_Banking;R
GLRPDEFSEC;MDM_Management;Core_Banking;R
GLSAMEXT;TECHNICAL_KERNEL;Core_Banking;R
GLSAMSTS;TECHNICAL_KERNEL;Core_Banking;R
GLSCRSEC;TECHNICAL_KERNEL;Core_Banking;R
GLSECCLIST;TECHNICAL_KERNEL;Core_Banking;R
GLSECMOEVT;TECHNICAL_KERNEL;Core_Banking;R
GLSECPAUT;TECHNICAL_KERNEL;Core_Banking;R
GLSECPINT;TECHNICAL_KERNEL;Core_Banking;R
GLSWFCNV;TECHNICAL_KERNEL;Core_Banking;R
GLSWMSTS;TECHNICAL_KERNEL;Core_Banking;R
GLSYSOP;TECHNICAL_KERNEL;Core_Banking;R
GMONI;TECHNICAL_KERNEL;Core_Banking;I
GMONO;TECHNICAL_KERNEL;Core_Banking;I
GMSG4;TECHNICAL_KERNEL;Core_Banking;I
GMSGS;TECHNICAL_KERNEL;Core_Banking;I
GP110;Financial_Markets;Financial_Markets;I
GP113;TECHNICAL_KERNEL;Core_Banking;I
GP163;TECHNICAL_KERNEL;Core_Banking;I
GP173;TECHNICAL_KERNEL;Core_Banking;I
GPAIO;TECHNICAL_KERNEL;Core_Banking;I
GPAPF;TECHNICAL_KERNEL;Core_Banking;I
GPAPM;TECHNICAL_KERNEL;Core_Banking;I
GPARL;TECHNICAL_KERNEL;Core_Banking;I
GPARO;TECHNICAL_KERNEL;Core_Banking;I
GPARX;TECHNICAL_KERNEL;Core_Banking;I
GPRT5;Lending;Lending;I
GPRTA;Account_Management;Core_Banking;I
GPRTO;Account_Management;Core_Banking;I
GRTPM;TECHNICAL_KERNEL;Core_Banking;I
GRTPO;TECHNICAL_KERNEL;Core_Banking;I
GSAD5;TECHNICAL_KERNEL;Core_Banking;I
GSADO;MDM_Management;Core_Banking;I
GSAM1;MDM_Management;Core_Banking;I
GSAM2;MDM_Management;Core_Banking;I
GSAM4;MDM_Management;Core_Banking;I
GSAM5;MDM_Management;Core_Banking;I
GSAMO;MDM_Management;Core_Banking;I
GSBRM;TECHNICAL_KERNEL;Core_Banking;I
GSBRO;TECHNICAL_KERNEL;Core_Banking;I
GSBSM;TECHNICAL_KERNEL;Core_Banking;I
GSBSO;TECHNICAL_KERNEL;Core_Banking;I
GSCRM;TECHNICAL_KERNEL;Core_Banking;I
GSEML;TECHNICAL_KERNEL;Core_Banking;I
GSEMO;TECHNICAL_KERNEL;Core_Banking;I
GSRI5;TECHNICAL_KERNEL;Core_Banking;I
GSRIF;TECHNICAL_KERNEL;Core_Banking;I
GSWMO;MDM_Management;Core_Banking;I
GSWS5;MDM_Management;Core_Banking;I
GUCHGACLOG;MDM_Management;Core_Banking;R
GUCLEANUP;TECHNICAL_KERNEL;Core_Banking;R
GUCPYSCSEC;TECHNICAL_KERNEL;Core_Banking;R
GUCREBATCH;TECHNICAL_KERNEL;Core_Banking;R
GUCRESUB;TECHNICAL_KERNEL;Core_Banking;R
GUCRESUB2;TECHNICAL_KERNEL;Core_Banking;R
GUCRESUB3;TECHNICAL_KERNEL;Core_Banking;R
GUDELREPS;TECHNICAL_KERNEL;Core_Banking;R
GUERRMSG;TECHNICAL_KERNEL;Core_Banking;R
GUFFTFIX;TECHNICAL_KERNEL;Core_Banking;R
GUFILLREFL;TECHNICAL_KERNEL;Core_Banking;R
GUGBATMSEQ;TECHNICAL_KERNEL;Core_Banking;R
GUGPRTO;Account_Management;Core_Banking;R
GUMNSEC;Account_Management;Core_Banking;R
GUREFER;Account_Management;Core_Banking;R
GUREPMGR;TECHNICAL_KERNEL;Core_Banking;R
GURESETMGR;TECHNICAL_KERNEL;Core_Banking;R
GUSCHSPBAT;TECHNICAL_KERNEL;Core_Banking;R
GUSECPPURI;TECHNICAL_KERNEL;Core_Banking;R
GUSTARTINP;TECHNICAL_KERNEL;Core_Banking;R
