Program_Name;IFS_7P_Module;IFS_4P_Module;ProgramType
RUCHQCLRMV;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RUCHQCLRSC;Account_Management;Core_Banking;R
RUCHQPUR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RUCHQVALSC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RUCOLCOV;Payment_And_Cash_Management;Payment_And_Cash_Management;R
SBDEF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
SCDEF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
SCSEC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
SCSI5;TECHNICAL_KERNEL;Core_Banking;I
SCSIF;TECHNICAL_KERNEL;Core_Banking;I
SCSIM;TECHNICAL_KERNEL;Core_Banking;I
SECIO;TECHNICAL_KERNEL;Core_Banking;I
SECRL;TECHNICAL_KERNEL;Core_Banking;I
SECUR;TECHNICAL_KERNEL;Core_Banking;I
SYSOP;TECHNICAL_KERNEL;Core_Banking;I
TJAENCRYPT;TECHNICAL_KERNEL;Core_Banking;R
TLDLDWH;Finance;Core_Banking;R
TLDLGRDRCN;MDM_Management;Core_Banking;R
TLDLLRIS2;Account_Management;Core_Banking;R
TLDLVORTE2;Account_Management;Core_Banking;R
TLDLVORTE3;TECHNICAL_KERNEL;Core_Banking;R
TLDLVORTEX;Account_Management;Core_Banking;R
TMENU;Account_Management;Core_Banking;I
TOADETFAC;Lending;Lending;R
TOBACCO;TECHNICAL_KERNEL;Core_Banking;R
TOBARACCO1;TECHNICAL_KERNEL;Core_Banking;R
TOBARACCO2;TECHNICAL_KERNEL;Core_Banking;R
TOBARACCO3;TECHNICAL_KERNEL;Core_Banking;R
TOCMIACCO;TECHNICAL_KERNEL;Core_Banking;R
TOCMIACCO2;TECHNICAL_KERNEL;Core_Banking;R
TOCONDIS;TECHNICAL_KERNEL;Core_Banking;R
TODACCO;TECHNICAL_KERNEL;Core_Banking;R
TOGSEMO;TECHNICAL_KERNEL;Core_Banking;R
TOMCUST;TECHNICAL_KERNEL;Core_Banking;R
TOSYNSUB;TECHNICAL_KERNEL;Core_Banking;R
TSHNM;Lending;Lending;I
TSHNO;UNUSED;Core_Banking;I
TUCHGSWFAD;UNUSED;Core_Banking;R
UNLCKPRSNL;UNUSED;Core_Banking;R
UNLOCKBAT;UNUSED;Core_Banking;R
UPDDCNDO;TECHNICAL_KERNEL;Core_Banking;R
UPDGPARO;TECHNICAL_KERNEL;Core_Banking;R
WPABKTSGVC;TECHNICAL_KERNEL;Core_Banking;R
WPDELCTP;TECHNICAL_KERNEL;Core_Banking;R
WPDELSECUR;TECHNICAL_KERNEL;Core_Banking;R
WPDLLADETS;TECHNICAL_KERNEL;Core_Banking;R
WPDLLCUST;TECHNICAL_KERNEL;Core_Banking;R
WPIPMM;TECHNICAL_KERNEL;Core_Banking;R
WPIRCE;TECHNICAL_KERNEL;Core_Banking;R
WPIRCE2;TECHNICAL_KERNEL;Core_Banking;R
WPLOGDEL;TECHNICAL_KERNEL;Core_Banking;R
WPUPDADETS;UNUSED;Core_Banking;R
WPUPDASPAS;TECHNICAL_KERNEL;Core_Banking;R
WPUPDBAL;TECHNICAL_KERNEL;Core_Banking;R
XBESY;UNUSED;Core_Banking;I
XFXA5;UNUSED;Core_Banking;I
XFXAS;UNUSED;Core_Banking;I
XFXCM;Finance;Core_Banking;I
XFXCO;Finance;Core_Banking;I
XFXTO;Finance;Core_Banking;I
XGAC4;Finance;Core_Banking;I
XGACM;Finance;Core_Banking;I
XGACS;Finance;Core_Banking;I
XGBA1;Finance;Core_Banking;I
XGBA4;Finance;Core_Banking;I
XGBA5;Finance;Core_Banking;I
XGBA6;Finance;Core_Banking;I
XGBA7;Finance;Core_Banking;I
XGBA8;Finance;Core_Banking;I
XGBAO;Finance;Core_Banking;I
XGBRM;Finance;Core_Banking;I
XGBU4;Finance;Core_Banking;I
XGBUL;Finance;Core_Banking;I
XGBUM;Finance;Core_Banking;I
XGBUO;Finance;Core_Banking;I
XGCAS;Finance;Core_Banking;I
XGDC1;Finance;Core_Banking;I
XGDC4;Finance;Core_Banking;I
XGDCL;Finance;Core_Banking;I
XGDCS;Finance;Core_Banking;I
XGDSM;Finance;Core_Banking;I
XGEF4;Finance;Core_Banking;I
XGEFM;Finance;Core_Banking;I
XGEFS;Finance;Core_Banking;I
XGMC4;Finance;Core_Banking;I
XGMCM;Finance;Core_Banking;I
XGMCS;Finance;Core_Banking;I
XGMVL;Finance;Core_Banking;I
XGMVO;Finance;Core_Banking;I
XGPA4;Finance;Core_Banking;I
XGPAB;Finance;Core_Banking;I
XGPAC;Finance;Core_Banking;I
XGPAL;Finance;Core_Banking;I
XGPAM;Finance;Core_Banking;I
XGPAO;Finance;Core_Banking;I
XGPAS;Finance;Core_Banking;I
XGPM4;Finance;Core_Banking;I
XGPML;Finance;Core_Banking;I
XGPMM;Finance;Core_Banking;I
XGPMO;Finance;Core_Banking;I
XGSAM;Finance;Core_Banking;I
XGSAS;Finance;Core_Banking;I
XHVB4;Finance;Core_Banking;I
XHVBM;Finance;Core_Banking;I
XHVBO;Finance;Core_Banking;I
XLACCRLIST;Finance;Core_Banking;R
XLBALANCE;Finance;Core_Banking;R
XLBALOPITM;Finance;Core_Banking;R
XLBUDLIST;Finance;Core_Banking;R
XLCREBIG;Finance;Core_Banking;R
XLCREBIGMU;Finance;Core_Banking;R
XLDLLCHQ;Finance;Core_Banking;R
XLDLLGEX;Finance;Core_Banking;R
XLDLLGXDAT;Finance;Core_Banking;R
XLEXPFLIST;Finance;Core_Banking;R
XLFXDEPPRO;Finance;Core_Banking;R
XLGEXAUT;Finance;Core_Banking;R
XLGEXINT;Finance;Core_Banking;R
XLINVCLIST;Finance;Core_Banking;R
XLMISCEOD;Finance;Core_Banking;R
XLMISCLIST;Finance;Core_Banking;R
XLPAYMDUE;Finance;Core_Banking;R
XLPAYMFLG;Finance;Core_Banking;R
XLPAYMLIST;Finance;Core_Banking;R
XLPMMBAL;Finance;Core_Banking;R
XLPMMLIST;Finance;Core_Banking;R
XLPREPLIST;Finance;Core_Banking;R
XLREFMISS;Finance;Core_Banking;R
XLRUBLIST;Finance;Core_Banking;R
XLSALREOD;Finance;Core_Banking;R
XLSALRLIST;Finance;Core_Banking;R
XLSUMRCE;Finance;Core_Banking;R
XLSUMRCERB;Finance;Core_Banking;R
XLSUMROOT;Finance;Core_Banking;R
XLSUMROT2;Finance;Core_Banking;R
XLSUMRUB;Finance;Core_Banking;R
XLSUMRUBRC;Finance;Core_Banking;R
XLSUPBAL;Finance;Core_Banking;R
XLSUPLIST;Finance;Core_Banking;R
XLTOTRBRC2;Finance;Core_Banking;R
XLTOTRCE;Finance;Core_Banking;R
XLTOTRCERB;Finance;Core_Banking;R
XLTOTRUB;Finance;Core_Banking;R
XLTOTRUB2;Finance;Core_Banking;R
XLTOTRUBRC;Finance;Core_Banking;R
XLTOTSUP;Finance;Core_Banking;R
XLTOTVAT;Finance;Core_Banking;R
XUCREPAYM;Finance;Core_Banking;R
XUFXCABS;Finance;Core_Banking;R
XUFXCREDS;Finance;Core_Banking;R
XUGEXBAL;Finance;Core_Banking;R
XUGEXRUB;Finance;Core_Banking;R
XUGEXUPD;Finance;Core_Banking;R
XULOADCHQL;Finance;Core_Banking;R
XULOADMISC;Finance;Core_Banking;R
ZBKT5;Finance;Core_Banking;I
